Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Languages,Clicks,Impressions,Engagement_Score,Customer_Segment,Dates
1034,TechCorp,Email,Men 25-34,45 days,Website,0.13,13760.00,5,Los Angeles,French,914,3650,6,Fashionistas,2021-10-31
1035,Alpha Innovations,Influencer,Women 35-44,30 days,Facebook,0.02,7578.00,2.7,Los Angeles,German,952,6371,6,Outdoor Adventurers,2021-11-01
1036,DataTech Solutions,Social Media,Women 25-34,45 days,Facebook,0.13,19947.00,3,New York,Spanish,792,1952,10,Fashionistas,2021-11-02
1037,NexGen Systems,Display,Men 18-24,30 days,Email,0.06,15339.00,4.6,Los Angeles,Mandarin,998,8871,4,Health & Wellness,2021-11-03
1038,TechCorp,Search,Men 18-24,45 days,Instagram,0.13,18421.00,8,Los Angeles,Spanish,343,1181,4,Health & Wellness,2021-11-04
1039,NexGen Systems,Email,All Ages,60 days,Facebook,0.11,6121.00,5.6,Chicago,Mandarin,913,6420,7,Foodies,2021-11-05
1040,Innovate Industries,Social Media,Women 35-44,45 days,Email,0.12,5650.00,5.5,Los Angeles,French,500,4548,8,Fashionistas,2021-11-06
1041,TechCorp,Search,Women 25-34,45 days,Facebook,0.04,19324.00,8,Houston,French,886,2683,7,Outdoor Adventurers,2021-11-07
1042,DataTech Solutions,Influencer,Women 25-34,45 days,Website,0.01,5402.00,3.9,Houston,French,169,2894,5,Health & Wellness,2021-11-08
1043,DataTech Solutions,Display,Men 18-24,45 days,Instagram,0.07,14266.00,5.5,Houston,Spanish,115,3055,4,Foodies,2021-11-09
1044,TechCorp,Display,Women 25-34,60 days,Instagram,0.06,11083.00,6.3,Los Angeles,German,708,6009,1,Fashionistas,2021-11-10
1045,Alpha Innovations,Influencer,Men 25-34,60 days,Website,0.11,9871.00,5.2,Chicago,French,738,1895,8,Foodies,2021-11-11
1046,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,0.13,5661.00,3.4,Los Angeles,Mandarin,913,6158,1,Foodies,2021-11-12
1047,DataTech Solutions,Social Media,Men 25-34,60 days,Google Ads,0.03,6384.00,5.7,New York,French,605,3563,6,Fashionistas,2021-11-13
1048,Alpha Innovations,Display,Women 25-34,15 days,Website,0.13,17513.00,7.3,Los Angeles,German,958,5905,1,Outdoor Adventurers,2021-11-14
1049,DataTech Solutions,Display,All Ages,60 days,Google Ads,0.08,14596.00,2.1,Houston,English,637,4212,9,Fashionistas,2021-11-15
1050,NexGen Systems,Social Media,Women 25-34,60 days,Email,0.14,16057.00,6.6,Houston,German,338,5101,5,Fashionistas,2021-11-16
1051,TechCorp,Search,All Ages,60 days,Google Ads,0.06,16052.00,4.3,Houston,Mandarin,832,6482,3,Foodies,2021-11-17
1052,Innovate Industries,Display,Men 25-34,60 days,Facebook,0.05,6649.00,3.1,Los Angeles,German,771,1937,1,Foodies,2021-11-18
1053,Innovate Industries,Social Media,All Ages,60 days,YouTube,0.06,16334.00,2.8,Chicago,French,653,4183,8,Fashionistas,2021-11-19
1054,NexGen Systems,Social Media,Women 25-34,60 days,Website,0.13,12462.00,6.2,Los Angeles,French,987,8465,2,Fashionistas,2021-11-20
1055,Alpha Innovations,Email,Men 25-34,30 days,Website,0.08,13326.00,3.5,Miami,German,756,9149,5,Outdoor Adventurers,2021-11-21
1056,Innovate Industries,Display,Men 25-34,15 days,Instagram,0.12,8902.00,7.4,Miami,French,273,3784,9,Tech Enthusiasts,2021-11-22
1057,Alpha Innovations,Social Media,All Ages,45 days,Instagram,0.03,9125.00,4.7,Miami,Spanish,558,5336,1,Health & Wellness,2021-11-23
1058,Alpha Innovations,Search,Women 35-44,30 days,YouTube,0.15,11408.00,2.7,Houston,Mandarin,170,7670,3,Foodies,2021-11-24
1059,Innovate Industries,Search,Men 25-34,30 days,Google Ads,0.14,5199.00,7,Miami,Mandarin,719,3907,6,Fashionistas,2021-11-25
1060,Innovate Industries,Email,Men 25-34,30 days,Facebook,0.07,18797.00,4.2,Miami,French,326,7544,2,Health & Wellness,2021-11-26
1061,TechCorp,Email,Men 25-34,15 days,Facebook,0.06,16926.00,3.6,New York,Spanish,340,8754,3,Fashionistas,2021-11-27
1062,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.03,14649.00,7.7,New York,Mandarin,814,6084,8,Tech Enthusiasts,2021-11-28
1063,NexGen Systems,Display,Men 18-24,60 days,Website,0.14,18902.00,5.1,Houston,English,921,7989,8,Fashionistas,2021-11-29
1064,TechCorp,Influencer,Men 18-24,60 days,YouTube,0.07,5751.00,2.8,New York,Spanish,468,3069,3,Foodies,2021-11-30
1065,Innovate Industries,Influencer,Men 18-24,60 days,YouTube,0.05,18325.00,6.4,Chicago,Mandarin,596,1902,8,Outdoor Adventurers,2021-12-01
1066,TechCorp,Display,Women 35-44,30 days,Website,0.14,5475.00,7.7,Houston,English,188,8909,3,Health & Wellness,2021-12-02
1067,Innovate Industries,Display,Men 25-34,30 days,Facebook,0.08,19191.00,3.6,Chicago,Spanish,431,1465,3,Outdoor Adventurers,2021-12-03
1068,NexGen Systems,Social Media,All Ages,45 days,YouTube,0.09,7993.00,5,Chicago,Spanish,155,6114,4,Outdoor Adventurers,2021-12-04
1069,Innovate Industries,Social Media,All Ages,45 days,Instagram,0.07,8980.00,6.9,Los Angeles,French,965,4505,7,Outdoor Adventurers,2021-12-05
1070,Alpha Innovations,Email,Women 35-44,60 days,Email,0.14,15534.00,3.9,Miami,English,405,8649,2,Tech Enthusiasts,2021-12-06
1071,DataTech Solutions,Social Media,Men 25-34,60 days,Website,0.11,7980.00,7.5,Miami,English,754,5957,1,Health & Wellness,2021-12-07
1072,Innovate Industries,Influencer,Men 18-24,60 days,YouTube,0.08,5161.00,7.2,Houston,Mandarin,786,1961,5,Health & Wellness,2021-12-08
1073,DataTech Solutions,Email,Women 35-44,60 days,Instagram,0.11,16999.00,6,Miami,French,346,3558,5,Foodies,2021-12-09
1074,Innovate Industries,Display,Men 18-24,60 days,Instagram,0.02,8684.00,3.3,New York,English,536,5612,7,Health & Wellness,2021-12-10
1075,TechCorp,Display,All Ages,60 days,Instagram,0.14,6548.00,5.4,New York,Spanish,583,1081,1,Health & Wellness,2021-12-11
1076,NexGen Systems,Email,Men 25-34,60 days,Website,0.08,19584.00,5.9,New York,English,895,2941,9,Outdoor Adventurers,2021-12-12
1077,TechCorp,Influencer,Women 35-44,30 days,YouTube,0.02,8779.00,2.7,Los Angeles,German,202,6358,2,Outdoor Adventurers,2021-12-13
1078,DataTech Solutions,Influencer,Men 18-24,30 days,Instagram,0.07,19568.00,7.1,Miami,Mandarin,140,4789,5,Foodies,2021-12-14
1079,TechCorp,Email,Men 18-24,60 days,Google Ads,0.15,13953.00,7.5,Chicago,Mandarin,981,7707,3,Foodies,2021-12-15
1080,Alpha Innovations,Search,Men 18-24,60 days,Google Ads,0.06,5852.00,7,Miami,Mandarin,130,4084,3,Foodies,2021-12-16
1081,TechCorp,Influencer,Women 35-44,60 days,Website,0.05,19102.00,2.3,Miami,Mandarin,644,6303,7,Health & Wellness,2021-12-17
1082,Alpha Innovations,Social Media,Women 25-34,15 days,YouTube,0.01,13496.00,4.2,Los Angeles,English,323,9354,5,Fashionistas,2021-12-18
1083,NexGen Systems,Display,Women 35-44,30 days,Google Ads,0.09,19387.00,7.3,Houston,Mandarin,962,5420,8,Health & Wellness,2021-12-19
1084,Innovate Industries,Search,Women 35-44,30 days,Facebook,0.03,16204.00,2.3,Miami,Mandarin,531,7986,10,Foodies,2021-12-20
1085,Alpha Innovations,Search,Men 18-24,60 days,Instagram,0.09,7916.00,7.3,Houston,German,458,5532,5,Foodies,2021-12-21
1086,Alpha Innovations,Search,Women 35-44,30 days,Facebook,0.13,16357.00,5.8,Miami,Spanish,497,3236,7,Tech Enthusiasts,2021-12-22
1087,DataTech Solutions,Email,Women 35-44,30 days,YouTube,0.05,14641.00,6.2,Los Angeles,Spanish,826,6562,5,Health & Wellness,2021-12-23
1088,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,0.07,19269.00,5.6,New York,English,606,3427,1,Fashionistas,2021-12-24
1089,TechCorp,Influencer,Men 18-24,30 days,Email,0.02,6072.00,6.6,Chicago,Mandarin,637,6409,10,Outdoor Adventurers,2021-12-25
1090,DataTech Solutions,Search,Men 18-24,45 days,Website,0.06,17093.00,5.9,Chicago,English,748,5909,6,Outdoor Adventurers,2021-12-26
1091,Alpha Innovations,Social Media,Men 18-24,60 days,YouTube,0.04,9762.00,7.5,Chicago,Mandarin,691,9981,10,Foodies,2021-12-27
1092,NexGen Systems,Email,All Ages,30 days,Website,0.01,11964.00,3.3,Houston,Mandarin,469,3793,9,Health & Wellness,2021-12-28
1093,TechCorp,Social Media,Men 18-24,60 days,Instagram,0.08,18902.00,6.6,New York,Mandarin,204,3753,1,Foodies,2021-12-29
1094,Alpha Innovations,Email,Men 25-34,15 days,Instagram,0.14,13681.00,2,Houston,Mandarin,460,1936,10,Fashionistas,2021-12-30
1095,NexGen Systems,Email,Women 35-44,30 days,Website,0.07,9320.00,2.6,Miami,French,951,3500,5,Tech Enthusiasts,2021-12-31
1096,NexGen Systems,Search,Men 25-34,45 days,Email,0.02,16024.00,3,Chicago,Mandarin,929,5720,3,Foodies,2021-01-01
1097,Innovate Industries,Display,Women 25-34,15 days,Website,0.11,15793.00,5.8,New York,Mandarin,681,1586,3,Fashionistas,2021-01-02
1098,DataTech Solutions,Search,Women 35-44,60 days,Google Ads,0.03,7867.00,5.7,Los Angeles,Spanish,344,4687,3,Outdoor Adventurers,2021-01-03
1099,NexGen Systems,Display,Men 25-34,30 days,YouTube,0.05,16413.00,6.1,Los Angeles,German,433,1151,7,Foodies,2021-01-04
1100,TechCorp,Social Media,Men 18-24,15 days,Website,0.07,16805.00,5.3,New York,Mandarin,965,6252,3,Foodies,2021-01-05
1101,Innovate Industries,Influencer,All Ages,45 days,Website,0.14,18698.00,8,Los Angeles,Mandarin,994,8016,4,Foodies,2021-01-06
1102,Alpha Innovations,Search,Men 25-34,60 days,Website,0.05,19242.00,3.4,Chicago,Spanish,721,3441,4,Tech Enthusiasts,2021-01-07
1103,NexGen Systems,Search,All Ages,60 days,Facebook,0.11,8254.00,3.7,Chicago,German,414,1726,2,Outdoor Adventurers,2021-01-08
1104,DataTech Solutions,Search,Men 25-34,60 days,YouTube,0.02,16525.00,5,New York,Mandarin,107,3068,10,Health & Wellness,2021-01-09
1105,Alpha Innovations,Social Media,Men 25-34,15 days,Email,0.1,17111.00,6.8,Chicago,English,445,6826,7,Tech Enthusiasts,2021-01-10
1106,TechCorp,Email,Women 35-44,45 days,Website,0.05,14379.00,2.5,New York,Mandarin,865,5147,1,Outdoor Adventurers,2021-01-11
1107,Alpha Innovations,Display,Women 25-34,15 days,YouTube,0.13,19873.00,6.1,New York,Spanish,846,7513,1,Tech Enthusiasts,2021-01-12
1108,Alpha Innovations,Social Media,Men 25-34,30 days,YouTube,0.1,12913.00,3.4,Miami,English,196,3515,6,Tech Enthusiasts,2021-01-13
1109,Alpha Innovations,Email,Women 35-44,15 days,Instagram,0.01,7847.00,3.6,Los Angeles,French,470,1494,4,Fashionistas,2021-01-14
1110,Alpha Innovations,Email,Women 35-44,60 days,Website,0.13,5815.00,6.7,Los Angeles,French,442,9213,1,Outdoor Adventurers,2021-01-15
1111,DataTech Solutions,Social Media,All Ages,30 days,Google Ads,0.1,17787.00,3.1,Chicago,English,519,2919,1,Fashionistas,2021-01-16
1112,DataTech Solutions,Social Media,All Ages,60 days,Instagram,0.15,17972.00,4.4,Miami,English,736,4806,4,Tech Enthusiasts,2021-01-17
1113,Innovate Industries,Display,Women 35-44,30 days,Facebook,0.02,6403.00,3.8,Los Angeles,Mandarin,295,5038,3,Tech Enthusiasts,2021-01-18
1114,Innovate Industries,Display,Men 18-24,15 days,Email,0.06,16146.00,4,Miami,Spanish,559,7335,9,Tech Enthusiasts,2021-01-19
1115,TechCorp,Email,Men 18-24,60 days,Instagram,0.07,15607.00,3.5,Miami,German,632,8634,6,Tech Enthusiasts,2021-01-20
1116,DataTech Solutions,Social Media,Men 18-24,15 days,YouTube,0.05,14985.00,5.6,New York,Mandarin,229,5185,3,Tech Enthusiasts,2021-01-21
1117,Innovate Industries,Search,Women 25-34,60 days,Google Ads,0.06,17359.00,4.9,Chicago,English,422,9092,7,Foodies,2021-01-22
1118,Alpha Innovations,Display,Women 25-34,30 days,Google Ads,0.11,9925.00,5.3,Chicago,Spanish,183,6148,4,Outdoor Adventurers,2021-01-23
1119,DataTech Solutions,Social Media,Women 25-34,60 days,Facebook,0.04,9441.00,5.2,Miami,English,783,2998,3,Outdoor Adventurers,2021-01-24
1120,NexGen Systems,Influencer,All Ages,15 days,Email,0.02,16223.00,5.9,Houston,English,271,4829,10,Outdoor Adventurers,2021-01-25
1121,TechCorp,Social Media,Women 25-34,45 days,Instagram,0.15,17378.00,7.6,Miami,English,599,1933,2,Fashionistas,2021-01-26
1122,NexGen Systems,Influencer,All Ages,15 days,Google Ads,0.1,8972.00,6.3,Los Angeles,Mandarin,441,6555,5,Fashionistas,2021-01-27
1123,Alpha Innovations,Display,Men 25-34,30 days,YouTube,0.03,11862.00,4,Los Angeles,Mandarin,224,7841,6,Health & Wellness,2021-01-28
1124,NexGen Systems,Display,All Ages,30 days,Facebook,0.05,7215.00,5.8,Miami,Mandarin,718,6491,1,Foodies,2021-01-29
1125,Alpha Innovations,Influencer,Men 25-34,45 days,YouTube,0.07,14858.00,6.6,Los Angeles,German,608,7267,6,Fashionistas,2021-01-30
1126,TechCorp,Display,Women 35-44,15 days,Instagram,0.08,11918.00,7.5,Houston,French,490,9394,9,Foodies,2021-01-31
1127,Alpha Innovations,Influencer,All Ages,15 days,Instagram,0.01,17380.00,4.9,Miami,French,303,4035,1,Outdoor Adventurers,2021-02-01
1128,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,0.04,9649.00,5.6,Los Angeles,French,624,3250,7,Fashionistas,2021-02-02
1129,Alpha Innovations,Influencer,Women 25-34,45 days,Email,0.09,19192.00,6,Chicago,English,930,8704,7,Foodies,2021-02-03
1130,NexGen Systems,Search,Men 25-34,15 days,Website,0.09,12752.00,7.1,Chicago,English,599,5013,6,Outdoor Adventurers,2021-02-04
1131,TechCorp,Email,Women 25-34,45 days,Instagram,0.01,13448.00,4.9,Miami,Spanish,645,4981,6,Fashionistas,2021-02-05
1132,TechCorp,Social Media,Men 25-34,15 days,Instagram,0.11,14134.00,4.8,Los Angeles,Mandarin,964,9933,8,Tech Enthusiasts,2021-02-06
1133,NexGen Systems,Search,Men 25-34,15 days,Instagram,0.02,11417.00,5.9,New York,German,755,8314,4,Health & Wellness,2021-02-07
1134,Innovate Industries,Influencer,Men 25-34,15 days,Facebook,0.15,8905.00,6.3,Houston,Mandarin,378,5518,2,Health & Wellness,2021-02-08
1135,Alpha Innovations,Social Media,All Ages,45 days,Instagram,0.13,9545.00,3.2,Los Angeles,German,263,2369,1,Health & Wellness,2021-02-09
1136,DataTech Solutions,Email,Men 18-24,15 days,Email,0.05,10596.00,2,Chicago,German,768,9505,2,Health & Wellness,2021-02-10
1137,NexGen Systems,Search,Men 18-24,15 days,Instagram,0.1,13263.00,7.5,Miami,English,515,2644,7,Foodies,2021-02-11
1138,TechCorp,Influencer,Women 25-34,45 days,Facebook,0.02,8683.00,5.5,Los Angeles,Spanish,290,9970,9,Foodies,2021-02-12
1139,DataTech Solutions,Email,All Ages,60 days,YouTube,0.14,14398.00,5.2,New York,French,473,7580,9,Foodies,2021-02-13
1140,TechCorp,Search,Women 25-34,15 days,YouTube,0.15,19584.00,2.1,New York,German,997,2857,8,Fashionistas,2021-02-14
1141,NexGen Systems,Search,All Ages,15 days,Email,0.08,19509.00,7.8,Los Angeles,French,563,4062,2,Outdoor Adventurers,2021-02-15
1142,Alpha Innovations,Social Media,All Ages,30 days,Instagram,0.1,14209.00,7.7,New York,English,504,6662,8,Health & Wellness,2021-02-16
1143,TechCorp,Influencer,All Ages,45 days,YouTube,0.05,11127.00,5.7,New York,French,409,4617,5,Health & Wellness,2021-02-17
1144,Alpha Innovations,Social Media,Women 25-34,30 days,Website,0.12,19765.00,3.9,New York,Spanish,986,6331,7,Outdoor Adventurers,2021-02-18
1145,TechCorp,Display,Men 18-24,45 days,Email,0.09,5735.00,4.3,New York,English,806,2542,4,Fashionistas,2021-02-19
1146,Alpha Innovations,Display,Men 25-34,60 days,Website,0.11,11503.00,5.5,New York,French,101,8500,2,Tech Enthusiasts,2021-02-20
1147,TechCorp,Email,Women 25-34,15 days,Google Ads,0.13,17283.00,3.5,Los Angeles,French,120,7828,7,Foodies,2021-02-21
1148,Innovate Industries,Influencer,Men 25-34,15 days,Facebook,0.13,19438.00,4.5,Los Angeles,English,661,4671,2,Tech Enthusiasts,2021-02-22
1149,NexGen Systems,Email,All Ages,45 days,Google Ads,0.04,15887.00,3,Houston,Mandarin,796,2663,7,Fashionistas,2021-02-23
1150,Innovate Industries,Influencer,All Ages,30 days,Facebook,0.04,5161.00,5.7,Chicago,German,893,4422,1,Outdoor Adventurers,2021-02-24
1151,Alpha Innovations,Search,All Ages,60 days,Website,0.06,5477.00,3.2,Houston,French,728,4607,4,Outdoor Adventurers,2021-02-25
1152,Innovate Industries,Social Media,Women 25-34,15 days,Google Ads,0.02,16392.00,7.9,Houston,English,892,4104,7,Fashionistas,2021-02-26
1153,NexGen Systems,Email,Men 18-24,45 days,Google Ads,0.1,15726.00,2.3,Miami,German,167,9628,4,Tech Enthusiasts,2021-02-27
1154,Alpha Innovations,Influencer,Women 25-34,30 days,YouTube,0.14,9693.00,7.1,Houston,French,809,6847,8,Health & Wellness,2021-02-28
1155,DataTech Solutions,Search,Men 25-34,15 days,Facebook,0.13,17301.00,2.6,Chicago,French,493,1143,9,Health & Wellness,2021-03-01
1156,NexGen Systems,Email,Men 18-24,45 days,Facebook,0.07,10528.00,7.9,Houston,French,519,2375,5,Fashionistas,2021-03-02
1157,Innovate Industries,Display,Women 25-34,15 days,Google Ads,0.01,6939.00,5.9,New York,German,868,9416,8,Foodies,2021-03-03
1158,DataTech Solutions,Email,Men 18-24,45 days,Email,0.1,12367.00,3.4,New York,German,299,1863,2,Fashionistas,2021-03-04
1159,TechCorp,Search,Men 18-24,30 days,Website,0.12,7910.00,3.3,Houston,English,786,9483,9,Fashionistas,2021-03-05
1160,TechCorp,Social Media,Women 35-44,45 days,Facebook,0.12,6708.00,2.3,Houston,German,268,6272,8,Foodies,2021-03-06
1161,DataTech Solutions,Display,Women 35-44,15 days,Instagram,0.1,7666.00,5.4,Los Angeles,Spanish,284,7676,7,Foodies,2021-03-07
1162,Alpha Innovations,Display,Men 18-24,30 days,Facebook,0.01,5252.00,5.3,New York,Mandarin,190,7902,3,Tech Enthusiasts,2021-03-08
1163,TechCorp,Social Media,Men 18-24,45 days,Instagram,0.11,19256.00,2.3,Los Angeles,Spanish,937,1215,1,Health & Wellness,2021-03-09
1164,NexGen Systems,Display,Men 25-34,60 days,Website,0.09,18364.00,2,Los Angeles,Spanish,704,5626,5,Tech Enthusiasts,2021-03-10
1165,Alpha Innovations,Email,Men 18-24,45 days,Facebook,0.14,10702.00,6.2,Los Angeles,German,254,8482,7,Foodies,2021-03-11
1166,Innovate Industries,Email,Men 25-34,30 days,Google Ads,0.1,5520.00,7.9,New York,German,257,4779,10,Health & Wellness,2021-03-12
1167,Alpha Innovations,Display,Men 18-24,60 days,Website,0.09,19294.00,5.7,New York,Spanish,825,8314,9,Fashionistas,2021-03-13
1168,Innovate Industries,Search,Women 35-44,45 days,Website,0.12,15356.00,4.6,Houston,Mandarin,905,3116,5,Foodies,2021-03-14
1169,DataTech Solutions,Email,Women 25-34,60 days,Instagram,0.03,6684.00,6.5,Chicago,Spanish,824,3850,7,Tech Enthusiasts,2021-03-15
1170,TechCorp,Social Media,Men 25-34,45 days,Email,0.03,6440.00,5.2,Houston,French,883,5190,4,Foodies,2021-03-16
1171,Alpha Innovations,Influencer,Women 25-34,30 days,Email,0.06,10205.00,5.3,Houston,German,823,3836,9,Fashionistas,2021-03-17
1172,TechCorp,Influencer,Women 35-44,30 days,Facebook,0.09,12273.00,6.4,Chicago,English,656,5109,3,Tech Enthusiasts,2021-03-18
1173,Alpha Innovations,Influencer,Men 25-34,15 days,Instagram,0.04,18230.00,5.3,Miami,Mandarin,972,7060,6,Tech Enthusiasts,2021-03-19
1174,NexGen Systems,Display,Women 25-34,30 days,Facebook,0.03,6437.00,5.3,Houston,French,426,2249,4,Tech Enthusiasts,2021-03-20
1175,NexGen Systems,Email,Men 25-34,15 days,Google Ads,0.12,17550.00,7,Miami,Mandarin,163,4992,4,Outdoor Adventurers,2021-03-21
1176,NexGen Systems,Search,Women 35-44,15 days,Facebook,0.1,15111.00,3.6,Miami,English,979,7222,9,Outdoor Adventurers,2021-03-22
1177,NexGen Systems,Search,Women 35-44,60 days,Website,0.06,5111.00,5.3,Houston,German,918,5611,9,Tech Enthusiasts,2021-03-23
1178,TechCorp,Influencer,Women 25-34,60 days,Email,0.09,9373.00,2.8,Chicago,Spanish,395,5952,9,Fashionistas,2021-03-24
1179,Alpha Innovations,Social Media,Women 25-34,15 days,Facebook,0.09,7834.00,2.4,Miami,Mandarin,601,3533,8,Health & Wellness,2021-03-25
1180,NexGen Systems,Influencer,Women 25-34,30 days,Instagram,0.06,18131.00,5.7,Los Angeles,German,812,8953,4,Fashionistas,2021-03-26
1181,DataTech Solutions,Search,Men 18-24,15 days,Email,0.08,9160.00,6.2,Chicago,German,640,3840,10,Outdoor Adventurers,2021-03-27
1182,DataTech Solutions,Influencer,All Ages,60 days,Facebook,0.06,8411.00,2.7,Houston,English,161,7493,8,Foodies,2021-03-28
1183,TechCorp,Search,All Ages,60 days,Google Ads,0.02,10862.00,4.3,Los Angeles,Spanish,515,7070,6,Health & Wellness,2021-03-29
1184,NexGen Systems,Email,Women 35-44,45 days,YouTube,0.08,8422.00,3.4,New York,English,758,1455,7,Tech Enthusiasts,2021-03-30
1185,DataTech Solutions,Search,Men 25-34,60 days,Email,0.06,18330.00,4.6,Los Angeles,German,156,5696,3,Foodies,2021-03-31
1186,Alpha Innovations,Social Media,All Ages,60 days,Google Ads,0.05,19233.00,3.7,New York,Spanish,122,8862,5,Health & Wellness,2021-04-01
1187,Innovate Industries,Display,Women 25-34,45 days,Google Ads,0.15,7237.00,7,Los Angeles,French,357,2674,10,Tech Enthusiasts,2021-04-02
1188,TechCorp,Social Media,All Ages,30 days,Instagram,0.02,10286.00,3.7,New York,Spanish,440,1835,3,Fashionistas,2021-04-03
1189,Alpha Innovations,Influencer,All Ages,60 days,Email,0.04,18227.00,4.9,Miami,Mandarin,962,5137,5,Foodies,2021-04-04
1190,Innovate Industries,Social Media,All Ages,45 days,Website,0.03,14614.00,2.4,Chicago,German,468,6010,9,Foodies,2021-04-05
1191,Alpha Innovations,Display,Women 25-34,60 days,Email,0.11,15690.00,3.7,Los Angeles,French,510,1815,6,Outdoor Adventurers,2021-04-06
1192,NexGen Systems,Social Media,Women 35-44,30 days,Website,0.04,15047.00,6.7,Miami,French,419,8498,1,Tech Enthusiasts,2021-04-07
1193,DataTech Solutions,Social Media,Women 25-34,45 days,Google Ads,0.15,19216.00,6.5,New York,French,503,2413,9,Fashionistas,2021-04-08
1194,TechCorp,Display,Women 35-44,60 days,Google Ads,0.12,18954.00,6.7,Los Angeles,French,103,5640,9,Fashionistas,2021-04-09
1195,TechCorp,Display,Men 18-24,30 days,Website,0.13,15225.00,4.9,Miami,Spanish,273,3357,9,Fashionistas,2021-04-10
1196,Innovate Industries,Social Media,Men 25-34,45 days,Email,0.07,9135.00,4.2,Miami,German,384,4130,8,Health & Wellness,2021-04-11
1197,TechCorp,Search,Women 25-34,60 days,Facebook,0.09,5725.00,2.1,Chicago,Spanish,783,2198,4,Foodies,2021-04-12
1198,NexGen Systems,Influencer,Men 25-34,15 days,Website,0.15,13571.00,4,Los Angeles,French,884,9638,2,Health & Wellness,2021-04-13
1199,Alpha Innovations,Email,All Ages,30 days,Instagram,0.06,19735.00,7.6,Houston,Spanish,186,2223,6,Health & Wellness,2021-04-14
1200,Alpha Innovations,Display,Women 35-44,45 days,Website,0.06,6397.00,5.9,Miami,French,655,4663,4,Foodies,2021-04-15
1201,NexGen Systems,Influencer,Women 35-44,45 days,Instagram,0.12,17670.00,7.1,Los Angeles,Mandarin,759,7663,3,Health & Wellness,2021-04-16
1202,DataTech Solutions,Display,Women 35-44,15 days,Facebook,0.04,9212.00,6.3,Houston,German,118,8405,4,Outdoor Adventurers,2021-04-17
1203,TechCorp,Search,All Ages,30 days,Facebook,0.01,16546.00,4,Los Angeles,German,757,2053,7,Foodies,2021-04-18
1204,Alpha Innovations,Search,Men 25-34,60 days,Email,0.14,8200.00,3.6,Houston,Mandarin,775,6975,10,Outdoor Adventurers,2021-04-19
1205,Innovate Industries,Email,All Ages,45 days,Instagram,0.12,10159.00,3.5,New York,Spanish,349,8179,7,Tech Enthusiasts,2021-04-20
1206,Alpha Innovations,Social Media,Women 35-44,60 days,Instagram,0.05,5712.00,4.4,Houston,French,573,8646,2,Outdoor Adventurers,2021-04-21
1207,Alpha Innovations,Search,Men 18-24,60 days,Website,0.14,10229.00,3.9,Los Angeles,German,831,5825,8,Tech Enthusiasts,2021-04-22
1208,TechCorp,Search,Women 35-44,60 days,Google Ads,0.15,10358.00,3.9,Miami,German,985,6974,10,Foodies,2021-04-23
1209,DataTech Solutions,Search,Men 25-34,30 days,Google Ads,0.1,10783.00,5.2,New York,Mandarin,715,3450,9,Fashionistas,2021-04-24
1210,Alpha Innovations,Social Media,Women 25-34,60 days,Facebook,0.11,11096.00,4.5,Houston,French,806,4353,7,Fashionistas,2021-04-25
1211,NexGen Systems,Search,Women 25-34,60 days,Instagram,0.05,11780.00,5.5,Miami,German,376,6635,5,Fashionistas,2021-04-26
1212,DataTech Solutions,Email,Women 25-34,45 days,Email,0.04,12054.00,6.5,Los Angeles,Spanish,140,4599,8,Fashionistas,2021-04-27
1213,TechCorp,Email,Women 35-44,60 days,Email,0.06,15947.00,5.7,Miami,Spanish,198,1820,1,Foodies,2021-04-28
1214,Alpha Innovations,Influencer,Men 25-34,45 days,Facebook,0.09,13432.00,2.8,Houston,Mandarin,868,2221,9,Foodies,2021-04-29
1215,Innovate Industries,Search,Men 18-24,15 days,Website,0.06,12031.00,7.4,Los Angeles,German,513,9586,5,Foodies,2021-04-30
1216,DataTech Solutions,Social Media,Women 25-34,30 days,Facebook,0.06,8340.00,5.2,Houston,English,463,7047,2,Fashionistas,2021-05-01
1217,TechCorp,Email,Women 35-44,30 days,Email,0.12,9014.00,2.2,New York,French,481,8990,5,Outdoor Adventurers,2021-05-02
1218,Innovate Industries,Influencer,All Ages,45 days,Google Ads,0.07,11977.00,5.1,Chicago,Spanish,216,8693,5,Outdoor Adventurers,2021-05-03
1219,Alpha Innovations,Email,Men 25-34,15 days,Facebook,0.02,12675.00,4.9,Chicago,German,611,1114,5,Outdoor Adventurers,2021-05-04
1220,NexGen Systems,Email,Men 18-24,45 days,Facebook,0.14,11215.00,3.3,Miami,Mandarin,688,5640,4,Fashionistas,2021-05-05
1221,TechCorp,Influencer,Men 25-34,30 days,Email,0.04,5685.00,5.7,Los Angeles,French,435,2918,4,Foodies,2021-05-06
1222,NexGen Systems,Influencer,Women 25-34,15 days,Facebook,0.01,13989.00,2.9,New York,French,837,7303,3,Tech Enthusiasts,2021-05-07
1223,TechCorp,Email,Men 18-24,45 days,YouTube,0.11,12484.00,5.8,Miami,Mandarin,222,1622,9,Health & Wellness,2021-05-08
